CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score
16596.0,15.0,2.0,250.15,4,2,1,421
16700.0,8.0,17.0,5040.0,4,4,4,444
16011.0,7.0,16.0,3362.71,4,4,4,444
17655.0,10.0,8.0,2571.7400000000002,4,4,4,444
16717.0,8.0,9.0,3278.36,4,4,4,444
14243.0,8.0,14.0,2535.88,4,4,4,444
12963.0,7.0,9.0,1841.03,4,4,4,444
15079.0,212.0,5.0,893.66,1,3,3,133
14437.0,142.0,2.0,-43.400000000000006,2,2,1,221
12942.0,130.0,3.0,683.9,2,2,3,223
15660.0,24.0,12.0,1552.01,3,4,3,343
18092.0,1.0,12.0,9065.76,4,4,4,444
15358.0,4.0,29.0,8234.8,4,4,4,444
12481.0,22.0,11.0,5590.86,3,4,4,344
12721.0,31.0,7.0,2628.98,3,4,4,344
12621.0,1.0,23.0,13612.07,4,4,4,444
18071.0,257.0,2.0,453.0,1,2,2,122
12683.0,3.0,20.0,8221.09,4,4,4,444
12755.0,249.0,4.0,2203.2,1,3,4,134
13854.0,8.0,29.0,8025.0199999999995,4,4,4,444
12797.0,359.0,3.0,194.18,1,2,1,121
13369.0,353.0,2.0,263.75,1,2,1,121
12494.0,9.0,13.0,1139.3500000000001,4,4,3,443
17857.0,2.0,25.0,26763.34,4,4,4,444
17411.0,11.0,4.0,748.94,4,3,3,433
14932.0,365.0,1.0,363.53,1,1,2,112
12429.0,8.0,4.0,3750.4,4,3,4,434
14987.0,15.0,2.0,326.4,4,2,2,422
14355.0,365.0,1.0,174.4,1,1,1,111
17526.0,0.0,8.0,706.7,4,4,3,443
14896.0,204.0,2.0,468.77000000000004,1,2,2,122
14440.0,7.0,5.0,2357.6800000000003,4,3,4,434
13240.0,95.0,4.0,663.65,2,3,3,233
14479.0,253.0,2.0,316.25,1,2,2,122
16065.0,364.0,1.0,372.09,1,1,2,112
17430.0,32.0,2.0,265.76,3,2,1,321
16520.0,185.0,4.0,1036.6200000000001,1,3,3,133
15945.0,364.0,1.0,181.0,1,1,1,111
15181.0,65.0,5.0,680.28,2,3,3,233
15856.0,3.0,31.0,16173.67,4,4,4,444
13102.0,0.0,27.0,6336.29,4,4,4,444
14205.0,10.0,4.0,218.78,4,3,1,431
17702.0,29.0,6.0,1719.72,3,4,4,344
15271.0,6.0,16.0,2485.82,4,4,4,444
13982.0,38.0,5.0,1861.11,3,3,4,334
15288.0,42.0,5.0,2306.52,3,3,4,334
17978.0,364.0,1.0,300.91999999999996,1,1,2,112
16795.0,364.0,1.0,414.88,1,1,2,112
16519.0,24.0,2.0,215.07999999999998,3,2,1,321
17816.0,36.0,4.0,36.56,3,3,1,331
13021.0,3.0,12.0,2584.4,4,4,4,444
16255.0,16.0,10.0,2609.3,4,4,4,444
17671.0,15.0,6.0,1284.08,4,4,3,443
17646.0,218.0,4.0,995.6600000000001,1,3,3,133
12649.0,106.0,4.0,603.71,2,3,2,232
16350.0,20.0,5.0,1100.47,3,3,3,333
12872.0,326.0,2.0,599.97,1,2,2,122
17339.0,93.0,2.0,243.36,2,2,1,221
18230.0,8.0,10.0,2716.6000000000004,4,4,4,444
16499.0,359.0,5.0,319.1,1,3,2,132
17097.0,1.0,9.0,937.92,4,4,3,443
15192.0,119.0,3.0,1044.32,2,2,3,223
14441.0,0.0,10.0,1545.14,4,4,3,443
15279.0,354.0,2.0,277.40999999999997,1,2,1,121
16579.0,364.0,1.0,-30.599999999999998,1,1,1,111
15380.0,8.0,6.0,1682.3600000000001,4,4,4,444
17442.0,28.0,10.0,2210.2599999999998,3,4,4,344
17950.0,71.0,4.0,472.12,2,3,2,232
12826.0,2.0,8.0,1468.1200000000001,4,4,3,443
17456.0,364.0,1.0,249.86,1,1,1,111
17307.0,364.0,1.0,-152.64000000000001,1,1,1,111
15811.0,16.0,9.0,2171.32,4,4,4,444
13327.0,38.0,9.0,3617.57,3,4,4,344
17700.0,16.0,6.0,2508.89,4,4,4,444
13136.0,49.0,11.0,2545.38,3,4,4,344
15535.0,172.0,7.0,459.9,1,4,2,142
12605.0,364.0,1.0,-7.5,1,1,1,111
15329.0,34.0,5.0,1005.5,3,3,3,333
15211.0,59.0,2.0,894.4100000000001,2,2,3,223
15596.0,100.0,9.0,1343.34,2,4,3,243
16163.0,224.0,3.0,441.59999999999997,1,2,2,122
16907.0,28.0,5.0,981.65,3,3,3,333
17576.0,7.0,22.0,3457.78,4,4,4,444
14713.0,8.0,12.0,2664.2599999999998,4,4,4,444
14702.0,0.0,18.0,3250.64,4,4,4,444
13230.0,3.0,15.0,2763.41,4,4,4,444
13969.0,6.0,20.0,8986.69,4,4,4,444
17530.0,0.0,10.0,2385.0,4,4,4,444
15805.0,22.0,20.0,5452.17,3,4,4,344
17696.0,37.0,14.0,2201.05,3,4,4,344
17076.0,35.0,3.0,841.0799999999999,3,2,3,323
17827.0,4.0,5.0,1995.46,4,3,4,434
16265.0,8.0,11.0,5423.15,4,4,4,444
17880.0,364.0,1.0,458.92,1,1,2,112
13000.0,106.0,3.0,534.85,2,2,2,222
17790.0,26.0,14.0,1965.55,3,4,4,344
12731.0,23.0,14.0,18793.41,3,4,4,344
14419.0,10.0,6.0,1058.06,4,4,3,443
14082.0,364.0,1.0,182.25,1,1,1,111
17912.0,309.0,6.0,295.61,1,4,2,142
15723.0,364.0,1.0,203.1,1,1,1,111
16656.0,21.0,21.0,8568.24,3,4,4,344
14037.0,175.0,2.0,147.20000000000002,1,2,1,121
14256.0,253.0,3.0,935.0600000000001,1,2,3,123
14543.0,3.0,21.0,2916.17,4,4,4,444
16062.0,9.0,4.0,1153.62,4,3,3,433
18116.0,67.0,8.0,1418.03,2,4,3,243
16019.0,1.0,10.0,3450.2400000000002,4,4,4,444
18178.0,113.0,6.0,1573.41,2,4,3,243
18065.0,5.0,15.0,2380.08,4,4,4,444
13148.0,28.0,17.0,3348.48,3,4,4,344
12989.0,2.0,19.0,6854.51,4,4,4,444
14107.0,51.0,8.0,2688.48,2,4,4,244
15881.0,311.0,8.0,438.24,1,4,2,142
12785.0,2.0,2.0,305.71,4,2,2,422
16727.0,363.0,1.0,272.82,1,1,1,111
15514.0,11.0,13.0,2963.19,4,4,4,444
13787.0,75.0,2.0,309.04,2,2,2,222
17865.0,30.0,27.0,10158.54,3,4,4,344
17220.0,23.0,14.0,3198.25,3,4,4,344
16565.0,363.0,1.0,173.7,1,1,1,111
16873.0,4.0,10.0,7066.31,4,4,4,444
14062.0,9.0,12.0,10464.85,4,4,4,444
15179.0,17.0,7.0,2186.2,3,4,4,344
18016.0,31.0,5.0,1483.56,3,3,3,333
14448.0,8.0,2.0,375.35,4,2,2,422
15503.0,362.0,1.0,147.09,1,1,1,111
17251.0,362.0,1.0,283.28000000000003,1,1,1,111
16923.0,11.0,26.0,6666.83,4,4,4,444
14159.0,19.0,14.0,4678.3,3,4,4,344
17126.0,151.0,7.0,991.85,1,4,3,143
15224.0,357.0,3.0,310.48,1,2,2,122
14577.0,12.0,4.0,859.71,4,3,3,433
12753.0,3.0,11.0,21024.01,4,4,4,444
17236.0,12.0,6.0,916.13,4,4,3,443
17372.0,40.0,8.0,1342.68,3,4,3,343
16367.0,36.0,2.0,804.49,3,2,3,323
12875.0,142.0,2.0,343.2300000000001,2,2,2,222
17917.0,44.0,3.0,341.28,3,2,2,322
16010.0,245.0,3.0,407.5,1,2,2,122
17085.0,122.0,6.0,1555.05,2,4,3,243
13668.0,2.0,29.0,6216.07,4,4,4,444
14684.0,25.0,5.0,1236.28,3,3,3,333
17188.0,10.0,9.0,2275.58,4,4,4,444
15547.0,6.0,14.0,4954.84,4,4,4,444
15998.0,36.0,6.0,3084.17,3,4,4,344
14413.0,361.0,1.0,122.7,1,1,1,111
18004.0,361.0,1.0,169.47,1,1,1,111
13959.0,78.0,3.0,598.2,2,2,2,222
16665.0,361.0,1.0,135.39999999999998,1,1,1,111
15454.0,361.0,1.0,179.1,1,1,1,111
15044.0,18.0,22.0,7629.38,3,4,4,344
17937.0,8.0,7.0,4301.22,4,4,4,444
14608.0,3.0,4.0,1785.15,4,3,4,434
17618.0,5.0,3.0,971.58,4,2,3,423
14505.0,16.0,11.0,5818.7,4,4,4,444
18037.0,153.0,6.0,70.02,1,4,1,141
13198.0,9.0,8.0,3384.09,4,4,4,444
12540.0,19.0,19.0,13309.039999999999,3,4,4,344
13225.0,2.0,8.0,6083.04,4,4,4,444
15361.0,361.0,1.0,418.92,1,1,2,112
15689.0,119.0,2.0,254.1,2,2,1,221
14290.0,10.0,6.0,2307.4500000000003,4,4,4,444
13209.0,29.0,11.0,5820.16,3,4,4,344
13999.0,9.0,15.0,3865.26,4,4,4,444
14498.0,42.0,5.0,1957.32,3,3,4,334
15854.0,3.0,12.0,2974.65,4,4,4,444
16701.0,8.0,18.0,5150.2699999999995,4,4,4,444
16927.0,115.0,3.0,543.05,2,2,2,222
17990.0,236.0,3.0,630.84,1,2,2,122
14544.0,23.0,2.0,2024.45,3,2,4,324
17338.0,16.0,10.0,6612.18,4,4,4,444
17231.0,11.0,14.0,3127.82,4,4,4,444
17799.0,21.0,11.0,3026.08,3,4,4,344
14565.0,95.0,6.0,3073.77,2,4,4,244
16726.0,25.0,5.0,1382.02,3,3,3,333
17303.0,360.0,1.0,250.04,1,1,1,111
14639.0,51.0,8.0,2952.34,2,4,4,244
17611.0,3.0,19.0,3947.87,4,4,4,444
17179.0,177.0,3.0,711.79,1,2,3,123
17524.0,360.0,1.0,145.0,1,1,1,111
12476.0,0.0,20.0,6546.58,4,4,4,444
17293.0,7.0,9.0,1875.1100000000001,4,4,4,444
17890.0,322.0,2.0,602.09,1,2,2,122
17375.0,189.0,4.0,372.5,1,3,2,132
17371.0,16.0,3.0,423.89,4,2,2,422
17969.0,165.0,2.0,228.2,1,2,1,121
15159.0,1.0,34.0,18573.68,4,4,4,444
13211.0,9.0,3.0,1197.42,4,2,3,423
15777.0,240.0,5.0,1021.61,1,3,3,133
14525.0,8.0,13.0,4221.37,4,4,4,444
13324.0,31.0,12.0,7072.8,3,4,4,344
13802.0,137.0,6.0,3906.27,2,4,4,244
13948.0,360.0,1.0,102.0,1,1,1,111
13008.0,322.0,2.0,178.46999999999997,1,2,1,121
14206.0,238.0,2.0,308.26,1,2,2,122
16202.0,360.0,1.0,365.27,1,1,2,112
16442.0,1.0,3.0,616.79,4,2,2,422
18075.0,22.0,14.0,2538.7200000000003,3,4,4,344
15468.0,34.0,5.0,438.46,3,3,2,332
16570.0,8.0,15.0,3622.95,4,4,4,444
14524.0,31.0,9.0,1867.68,3,4,4,344
18141.0,360.0,1.0,-35.400000000000006,1,1,1,111
12434.0,84.0,4.0,765.19,2,3,3,233
16810.0,191.0,2.0,275.64,1,2,1,121
14961.0,10.0,12.0,7006.58,4,4,4,444
17041.0,26.0,4.0,1065.77,3,3,3,333
16458.0,2.0,18.0,3482.7400000000002,4,4,4,444
16083.0,100.0,2.0,1317.62,2,2,3,223
16262.0,360.0,1.0,-31.65,1,1,1,111
17194.0,273.0,2.0,262.62,1,2,1,121
14057.0,23.0,18.0,6147.4,3,4,4,344
14871.0,2.0,4.0,522.38,4,3,2,432
13178.0,25.0,11.0,5725.47,3,4,4,344
18044.0,3.0,11.0,2085.65,4,4,4,444
16812.0,360.0,1.0,479.35,1,1,2,112
16191.0,2.0,25.0,4913.32,4,4,4,444
12370.0,50.0,4.0,3545.69,2,3,4,234
14298.0,2.0,45.0,50862.44,4,4,4,444
17158.0,31.0,3.0,1266.97,3,2,3,323
14415.0,0.0,18.0,5811.56,4,4,4,444
16899.0,7.0,6.0,1281.56,4,4,3,443
16531.0,21.0,7.0,1244.59,3,4,3,343
17404.0,3.0,18.0,30300.82,4,4,4,444
16556.0,66.0,7.0,3313.79,2,4,4,244
16805.0,173.0,2.0,460.59,1,2,2,122
16503.0,106.0,5.0,1421.43,2,3,3,233
17739.0,11.0,8.0,2786.05,4,4,4,444
13238.0,10.0,5.0,680.83,4,3,3,433
12829.0,321.0,3.0,253.05,1,2,1,121
13097.0,32.0,14.0,5893.32,3,4,4,344
12867.0,25.0,10.0,3986.22,3,4,4,344
15392.0,4.0,5.0,1515.73,4,3,3,433
13846.0,24.0,4.0,847.61,3,3,3,333
14401.0,3.0,14.0,4039.98,4,4,4,444
16145.0,8.0,18.0,3741.98,4,4,4,444
17629.0,5.0,9.0,1784.12,4,4,4,444
14150.0,35.0,2.0,658.64,3,2,3,323
13496.0,10.0,3.0,617.93,4,2,2,422
13611.0,88.0,4.0,1158.2,2,3,3,233
16954.0,0.0,9.0,2085.08,4,4,4,444
17454.0,191.0,4.0,517.53,1,3,2,132
17449.0,1.0,8.0,2504.86,4,4,4,444
17230.0,263.0,11.0,3466.67,1,4,4,144
12865.0,25.0,3.0,1548.07,3,2,3,323
15950.0,1.0,5.0,1705.26,4,3,4,434
15512.0,155.0,2.0,121.0,1,2,1,121
17525.0,359.0,1.0,422.70000000000005,1,1,2,112
13458.0,6.0,22.0,9537.92,4,4,4,444
14426.0,18.0,16.0,3918.9,3,4,4,344
16003.0,29.0,5.0,2735.37,3,3,4,334
13092.0,70.0,6.0,459.83,2,4,2,242
13426.0,0.0,12.0,3550.7000000000003,4,4,4,444
15101.0,8.0,3.0,310.03,4,2,2,422
17033.0,85.0,3.0,1030.14,2,2,3,223
13221.0,239.0,2.0,847.41,1,2,3,123
14201.0,59.0,9.0,688.04,2,4,3,243
17692.0,126.0,5.0,733.4399999999999,2,3,3,233
15822.0,2.0,2.0,885.47,4,2,3,423
16134.0,21.0,3.0,603.69,3,2,2,322
17551.0,358.0,1.0,306.84,1,1,2,112
18050.0,358.0,1.0,74.4,1,1,1,111
14913.0,35.0,4.0,1227.43,3,3,3,333
12666.0,358.0,1.0,-227.44,1,1,1,111
15641.0,104.0,4.0,1887.2,2,3,4,234
13124.0,89.0,3.0,3866.33,2,2,4,224
17214.0,59.0,7.0,984.12,2,4,3,243
15456.0,282.0,3.0,447.22,1,2,2,122
15062.0,70.0,4.0,987.86,2,3,3,233
12928.0,34.0,5.0,2062.7000000000003,3,3,4,334
15727.0,16.0,7.0,5178.96,4,4,4,444
17980.0,165.0,3.0,811.45,1,2,3,123
15290.0,4.0,21.0,7803.7699999999995,4,4,4,444
17752.0,358.0,1.0,80.64,1,1,1,111
15615.0,9.0,27.0,10360.04,4,4,4,444
12577.0,34.0,4.0,595.4,3,3,2,332
17044.0,8.0,3.0,897.4300000000001,4,2,3,423
13829.0,358.0,1.0,-102.0,1,1,1,111
17633.0,30.0,6.0,1242.34,3,4,3,343
13266.0,10.0,19.0,3717.67,4,4,4,444
17820.0,190.0,2.0,-24.05,1,2,1,121
15664.0,50.0,2.0,358.63,2,2,2,222
17189.0,105.0,2.0,384.40000000000003,2,2,2,222
17496.0,358.0,1.0,271.05,1,1,1,111
16607.0,17.0,16.0,3038.67,3,4,4,344
13317.0,63.0,9.0,2140.07,2,4,4,244
13890.0,0.0,14.0,1860.8600000000001,4,4,4,444
17001.0,0.0,11.0,3989.57,4,4,4,444
15246.0,237.0,2.0,514.15,1,2,2,122
16996.0,29.0,9.0,1427.46,3,4,3,343
15482.0,15.0,16.0,6568.72,4,4,4,444
16037.0,269.0,3.0,855.02,1,2,3,123
14841.0,52.0,6.0,3295.76,2,4,4,244
16670.0,16.0,17.0,4022.46,4,4,4,444
16985.0,16.0,11.0,5461.62,4,4,4,444
16705.0,0.0,29.0,13946.130000000001,4,4,4,444
16470.0,51.0,5.0,757.44,2,3,3,233
14414.0,91.0,8.0,1485.1299999999999,2,4,3,243
15563.0,8.0,7.0,1319.69,4,4,3,443
12980.0,155.0,12.0,7092.06,1,4,4,144
16746.0,4.0,19.0,6694.31,4,4,4,444
14878.0,12.0,9.0,1485.54,4,4,3,443
16743.0,28.0,8.0,2191.84,3,4,4,344
17146.0,105.0,3.0,749.78,2,2,3,223
12877.0,3.0,12.0,1535.77,4,4,3,443
15394.0,9.0,4.0,2183.54,4,3,4,434
14621.0,0.0,6.0,1765.76,4,4,4,444
15379.0,168.0,8.0,3631.8900000000003,1,4,4,144
14309.0,7.0,10.0,2319.68,4,4,4,444
17288.0,8.0,7.0,1419.73,4,4,3,443
14709.0,14.0,14.0,4911.14,4,4,4,444
15157.0,3.0,5.0,1869.5,4,3,4,434
17744.0,3.0,7.0,2291.08,4,4,4,444
16316.0,63.0,12.0,2755.56,2,4,4,244
15620.0,49.0,6.0,1524.4,3,4,3,343
15789.0,357.0,1.0,351.3,1,1,2,112
16560.0,20.0,3.0,816.51,3,2,3,323
13534.0,1.0,43.0,5613.08,4,4,4,444
17580.0,252.0,3.0,215.72,1,2,1,121
14777.0,3.0,2.0,-17.45,4,2,1,421
15759.0,217.0,3.0,253.04,1,2,1,121
14373.0,357.0,1.0,76.55,1,1,1,111
18176.0,353.0,2.0,448.65,1,2,2,122
15366.0,74.0,2.0,602.51,2,2,2,222
14735.0,3.0,34.0,5807.6900000000005,4,4,4,444
16271.0,2.0,6.0,1423.29,4,4,3,443
18223.0,1.0,27.0,6315.2300000000005,4,4,4,444
15532.0,24.0,6.0,1517.08,3,4,3,343
16816.0,102.0,4.0,417.06,2,3,2,232
16684.0,3.0,31.0,65892.08,4,4,4,444
14334.0,16.0,9.0,2539.46,4,4,4,444
16945.0,21.0,19.0,4345.5,3,4,4,344
14643.0,169.0,3.0,668.61,1,2,3,123
15197.0,8.0,5.0,656.44,4,3,3,433
14220.0,246.0,2.0,632.4,1,2,2,122
13874.0,357.0,1.0,540.45,1,1,2,112
18260.0,172.0,8.0,2595.0,1,4,4,144
17848.0,80.0,9.0,901.1999999999999,2,4,3,243
17392.0,306.0,2.0,457.91,1,2,2,122
12348.0,74.0,4.0,1797.24,2,3,4,234
14985.0,197.0,2.0,296.75,1,2,2,122
13004.0,11.0,22.0,5613.43,4,4,4,444
14560.0,6.0,24.0,2174.18,4,4,4,444
12931.0,21.0,20.0,33462.81,3,4,4,344
13627.0,58.0,7.0,1624.02,2,4,4,244
12551.0,357.0,1.0,168.0,1,1,1,111
12782.0,4.0,6.0,2273.32,4,4,4,444
14769.0,2.0,10.0,10641.6,4,4,4,444
15780.0,183.0,3.0,475.28000000000003,1,2,2,122
12417.0,2.0,12.0,3578.8,4,4,4,444
17315.0,0.0,43.0,6204.46,4,4,4,444
16711.0,2.0,5.0,1651.03,4,3,4,434
12726.0,27.0,7.0,2609.1,3,4,4,344
15204.0,356.0,1.0,316.58,1,1,2,112
17888.0,18.0,10.0,525.78,3,4,2,342
17007.0,50.0,7.0,877.4300000000001,2,4,3,243
15160.0,356.0,1.0,158.16,1,1,1,111
14016.0,153.0,5.0,4328.46,1,3,4,134
13033.0,356.0,1.0,190.55,1,1,1,111
12691.0,27.0,6.0,1035.8,3,4,3,343
13869.0,122.0,4.0,3104.95,2,3,4,234
14146.0,8.0,6.0,2949.57,4,4,4,444
12705.0,14.0,14.0,6814.24,4,4,4,444
16885.0,14.0,3.0,471.51,4,2,2,422
17913.0,58.0,2.0,411.6,2,2,2,222
12668.0,6.0,6.0,3743.18,4,4,4,444
14472.0,103.0,8.0,1936.84,2,4,4,244
17358.0,302.0,2.0,365.85,1,2,2,122
16686.0,46.0,9.0,3043.48,3,4,4,344
18245.0,6.0,8.0,2507.56,4,4,4,444
17343.0,354.0,1.0,193.64,1,1,1,111
18256.0,354.0,1.0,-50.1,1,1,1,111
16153.0,49.0,5.0,1824.23,3,3,4,334
12377.0,314.0,2.0,1628.12,1,2,4,124
14646.0,1.0,77.0,279489.02,4,4,4,444
12944.0,35.0,2.0,604.51,3,2,2,322
15312.0,74.0,5.0,921.1,2,3,3,233
14099.0,15.0,12.0,3092.9700000000003,4,4,4,444
14113.0,3.0,8.0,1377.92,4,4,3,443
13104.0,2.0,6.0,1098.48,4,4,3,443
17204.0,168.0,9.0,1352.91,1,4,3,143
13027.0,113.0,6.0,6912.0,2,4,4,244
17621.0,20.0,4.0,1336.1,3,3,3,333
17090.0,3.0,8.0,2041.8500000000001,4,4,4,444
14119.0,353.0,1.0,-19.9,1,1,1,111
15527.0,18.0,10.0,2348.82,3,4,4,344
18097.0,7.0,7.0,2692.85,4,4,4,444
15460.0,353.0,1.0,216.76,1,1,1,111
15034.0,15.0,11.0,4277.66,4,4,4,444
12423.0,0.0,9.0,1849.11,4,4,4,444
12678.0,41.0,13.0,17588.26,3,4,4,344
15208.0,0.0,6.0,867.62,4,4,3,443
17306.0,10.0,21.0,8600.73,4,4,4,444
14737.0,3.0,3.0,1164.55,4,2,3,423
13029.0,30.0,3.0,1247.5,3,2,3,323
16270.0,352.0,1.0,1141.24,1,1,3,113
13487.0,57.0,3.0,575.4,2,2,2,222
12515.0,352.0,1.0,383.7,1,1,2,112
17400.0,125.0,5.0,2129.96,2,3,4,234
17593.0,3.0,6.0,3911.56,4,4,4,444
13953.0,6.0,7.0,3515.68,4,4,4,444
14533.0,24.0,9.0,1812.6200000000001,3,4,4,344
12734.0,352.0,1.0,110.39999999999999,1,1,1,111
14944.0,29.0,14.0,5842.95,3,4,4,344
17239.0,312.0,2.0,379.95,1,2,2,122
14532.0,235.0,4.0,932.85,1,3,3,133
12383.0,184.0,6.0,1839.31,1,4,4,144
15562.0,351.0,1.0,134.55,1,1,1,111
15587.0,49.0,4.0,913.6800000000001,3,3,3,333
13922.0,351.0,1.0,172.25,1,1,1,111
13817.0,28.0,2.0,382.98,3,2,2,322
12585.0,233.0,4.0,1982.81,1,3,4,134
13165.0,45.0,2.0,1021.48,3,2,3,323
13304.0,350.0,1.0,300.42,1,1,2,112
13313.0,21.0,5.0,1555.32,3,3,3,333
16875.0,63.0,9.0,2023.47,2,4,4,244
16282.0,339.0,1.0,168.3,1,1,1,111
12957.0,3.0,12.0,3979.04,4,4,4,444
14462.0,63.0,15.0,1965.9,2,4,4,244
13397.0,72.0,6.0,1539.18,2,4,3,243
13680.0,0.0,5.0,2202.31,4,3,4,434
12483.0,16.0,13.0,2327.13,4,4,4,444
15164.0,68.0,3.0,843.05,2,2,3,223
17457.0,126.0,5.0,1737.7,2,3,4,234
14732.0,7.0,10.0,2686.34,4,4,4,444
14221.0,41.0,10.0,3427.85,3,4,4,344
14553.0,18.0,5.0,859.27,3,3,3,333
13253.0,156.0,2.0,1030.4,1,2,3,123
17389.0,0.0,43.0,31300.079999999998,4,4,4,444
12578.0,20.0,4.0,2753.36,3,3,4,334
15841.0,63.0,6.0,1209.1,2,4,3,243
16112.0,142.0,4.0,195.73999999999998,2,3,1,231
13629.0,22.0,11.0,7792.36,3,4,4,344
16600.0,3.0,6.0,813.52,4,4,3,443
15661.0,316.0,2.0,309.8,1,2,2,122
16532.0,17.0,3.0,6748.8,3,2,4,324
15266.0,337.0,1.0,119.3,1,1,1,111
14653.0,0.0,7.0,1947.55,4,4,4,444
16771.0,32.0,5.0,2246.81,3,3,4,334
17585.0,108.0,4.0,1133.07,2,3,3,233
15046.0,8.0,16.0,5064.01,4,4,4,444
13082.0,125.0,10.0,3595.48,2,4,4,244
15464.0,337.0,1.0,1048.85,1,1,3,113
18226.0,38.0,14.0,5192.1,3,4,4,344
18062.0,172.0,3.0,720.52,1,2,3,123
12415.0,23.0,26.0,123725.45,3,4,4,344
12503.0,337.0,1.0,-1126.0,1,1,1,111
17368.0,22.0,9.0,1349.52,3,4,3,343
14258.0,8.0,10.0,12650.08,4,4,4,444
15719.0,32.0,14.0,5043.96,3,4,4,344
13368.0,256.0,2.0,623.4,1,2,2,122
17634.0,35.0,9.0,2361.9700000000003,3,4,4,344
16676.0,33.0,5.0,1558.72,3,3,3,333
16424.0,190.0,2.0,82.56,1,2,1,121
18283.0,3.0,16.0,2094.88,4,4,4,444
12735.0,314.0,2.0,779.5699999999999,1,2,3,123
13764.0,70.0,3.0,1521.76,2,2,3,223
13656.0,164.0,2.0,379.65,1,2,2,122
12413.0,66.0,5.0,694.15,2,3,3,233
14312.0,46.0,6.0,1611.59,3,4,3,343
13280.0,121.0,3.0,814.86,2,2,3,223
15845.0,17.0,10.0,3650.87,3,4,4,344
16094.0,11.0,6.0,1041.83,4,4,3,443
13187.0,336.0,1.0,236.02,1,1,1,111
16567.0,193.0,2.0,865.6,1,2,3,123
14828.0,196.0,3.0,2139.76,1,2,4,124
12530.0,59.0,5.0,1623.63,2,3,4,234
16551.0,95.0,3.0,922.12,2,2,3,223
16889.0,194.0,3.0,1578.67,1,2,3,123
16473.0,164.0,4.0,314.86,1,3,2,132
13750.0,53.0,5.0,1647.26,2,3,4,234
12501.0,314.0,2.0,2089.68,1,2,4,124
15607.0,336.0,1.0,104.76,1,1,1,111
15139.0,239.0,2.0,178.96,1,2,1,121
12489.0,335.0,1.0,334.93,1,1,2,112
17707.0,184.0,2.0,152.4,1,2,1,121
18198.0,3.0,21.0,5083.06,4,4,4,444
12484.0,32.0,8.0,4495.27,3,4,4,344
18179.0,8.0,6.0,1793.17,4,4,4,444
17284.0,59.0,7.0,1641.68,2,4,4,244
13233.0,73.0,2.0,605.12,2,2,2,222
14889.0,335.0,1.0,135.9,1,1,1,111
12480.0,27.0,4.0,3281.63,3,3,4,334
14672.0,234.0,2.0,765.55,1,2,3,123
13593.0,107.0,6.0,1990.28,2,4,4,244
13162.0,121.0,5.0,1644.99,2,3,4,234
13183.0,7.0,9.0,3957.78,4,4,4,444
17095.0,21.0,6.0,1088.2,3,4,3,343
12939.0,63.0,8.0,11581.8,2,4,4,244
15611.0,9.0,15.0,1568.39,4,4,3,443
17114.0,5.0,10.0,747.22,4,4,3,443
15059.0,40.0,11.0,1325.82,3,4,3,343
16326.0,5.0,15.0,3085.96,4,4,4,444
17128.0,334.0,1.0,157.09,1,1,1,111
14761.0,58.0,2.0,255.9,2,2,1,221
17555.0,19.0,2.0,483.26,3,2,2,322
12651.0,334.0,1.0,114.0,1,1,1,111
16735.0,78.0,7.0,2269.21,2,4,4,244
16833.0,0.0,4.0,1106.53,4,3,3,433
17800.0,36.0,9.0,1199.01,3,4,3,343
16748.0,17.0,5.0,1515.9,3,3,3,333
14755.0,9.0,12.0,4965.38,4,4,4,444
16549.0,9.0,10.0,4154.64,4,4,4,444
13565.0,18.0,2.0,240.22,3,2,1,321
15799.0,75.0,3.0,884.14,2,2,3,223
18032.0,333.0,1.0,73.5,1,1,1,111
13451.0,25.0,6.0,2916.45,3,4,4,344
14794.0,2.0,9.0,1272.11,4,4,3,443
12539.0,21.0,5.0,3852.5,3,3,4,334
12500.0,22.0,13.0,4206.27,3,4,4,344
18171.0,58.0,7.0,1208.51,2,4,3,243
16279.0,20.0,4.0,1496.68,3,3,3,333
12524.0,8.0,8.0,4485.72,4,4,4,444
17811.0,3.0,51.0,7677.71,4,4,4,444
16850.0,333.0,1.0,332.41,1,1,2,112
14321.0,10.0,5.0,1530.75,4,3,3,433
15326.0,333.0,1.0,311.71,1,1,2,112
17849.0,217.0,4.0,605.8000000000001,1,3,2,132
13672.0,300.0,6.0,-71.46,1,4,1,141
14229.0,51.0,5.0,1450.6,2,3,3,233
13107.0,43.0,5.0,1524.07,3,3,3,333
16497.0,49.0,6.0,2965.69,3,4,4,344
16303.0,25.0,4.0,5305.83,3,3,4,334
15281.0,58.0,12.0,2239.9500000000003,2,4,4,244
12736.0,332.0,1.0,234.0,1,1,1,111
13473.0,60.0,3.0,417.54,2,2,2,222
14320.0,206.0,3.0,343.11,1,2,2,122
12393.0,71.0,4.0,1582.6000000000001,2,3,3,233
17742.0,112.0,2.0,355.11,2,2,2,222
16351.0,332.0,1.0,153.9,1,1,1,111
12601.0,189.0,6.0,569.5600000000001,1,4,2,142
13144.0,332.0,1.0,110.95,1,1,1,111
15346.0,332.0,1.0,252.42000000000002,1,1,1,111
15370.0,40.0,8.0,2360.55,3,4,4,344
